Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Ellyes Skhiri,FC Koln,27, DMC  ,20(2),1820,2.5,1.7,0.8,0,1.4,0.9,0.3,0,6.98
Kerem Demirbay,Leverkusen,29, M(C)  ,23(6),2053,1.8,1.1,1.2,0.1,0.7,0.9,0.3,0,6.98
Dayot Upamecano,Bayern,24, D(C)  ,25(3),2210,2.4,1.1,1,0.6,2.4,0.4,0.4,0,6.98
Alexander Hack,Mainz,29, D(C)  ,24(4),2078,1.9,1.8,1,0.4,3.4,0.6,0.5,0,6.97
Jonas Hector,FC Koln,32," D(L),M(CL)  ",30,2556,2.5,1.7,0.9,0.1,2.1,1.5,0.3,0,6.97
Christopher Trimmel,Union Berlin,36," D(CR),M(R)  ",23(2),1996,2,1.4,1.2,0.2,2.7,0.8,0.1,0,6.97
Anthony Losilla,Bochum,36," D(C),DMC  ",32,2847,2,2.2,1.4,0.1,1.6,1.1,0.3,0,6.96
Angeliño,RBL,26," D(L),M(L)  ",26(3),2299,1,1,0.5,0.2,1.1,0.6,0.1,0,6.95
Omar Marmoush,Stuttgart,24," AM(L),FW  ",19(2),1584,1.2,0.3,1.6,0,0.2,0.8,0,0,6.95
Jamal Musiala,Bayern,20, M(CL)  ,12(18),1458,1.3,0.6,0.6,0,0,0.7,0,0,6.94
Jonathan Tah,Leverkusen,27, D(C)  ,33,2882,0.8,1.3,0.6,0.5,4.7,0.5,0.6,0,6.94
Lucas Hernández,Bayern,27, D(CL)  ,25,2041,2,1.1,0.9,0.6,1.8,0.6,0.4,0,6.94
Anton Stach,Mainz,24, M(C)  ,20(9),1864,1,1.8,1.2,0,0.8,0.8,0.2,0,6.93
Wataru Endo,Stuttgart,30, DMC  ,33,2902,2.2,0.9,0.9,0,1.8,1.2,0.4,0,6.93
Patrick Wimmer,Arminia Bielefeld,21, AM(R)  ,27(4),2067,1.7,0.9,1.6,0,0.3,1.3,0,0,6.92
Alassane Plea,Borussia M.Gladbach,29," AM(CLR),FW  ",23(9),1983,0.6,0.1,0.6,0,0.3,0.4,0,0,6.91
Breel Embolo,Borussia M.Gladbach,26," AM(CR),FW  ",23(5),2076,0.6,0.2,1.4,0,0.3,0.2,0.1,0,6.91
Donyell Malen,Borussia Dortmund,24," AM(L),FW  ",20(7),1696,0.5,0.4,0.4,0,0.3,0.2,0,0,6.90
Andrej Kramaric,Hoffenheim,31," AM(CLR),FW  ",30(2),2710,0.3,0.3,0.3,0,0.2,0.3,0,0,6.89
Thomas Meunier,Borussia Dortmund,31," D(R),M(R)  ",17,1406,1.7,0.7,1.6,0.4,1.4,1,0.1,0,6.88
Mohamed Simakan,RBL,22, D(CR)  ,23(5),2013,1.7,1.4,0.9,0.3,1.6,0.5,0.4,0,6.88
Jeremie Frimpong,Leverkusen,22," D(R),M(R)  ",25,2062,1.3,0.7,0.7,0.2,1.3,0.4,0.2,1,6.88
Maximilian Mittelstädt,Hertha Berlin,25," D(L),M(CL)  ",16(8),1494,2.2,1.9,0.8,0,1.4,1,0.2,0,6.88
Mats Hummels,Borussia Dortmund,34, D(C)  ,20(3),1768,1.5,1.4,0.7,0.3,2.8,0.7,0.6,0,6.88
Florian Kainz,FC Koln,30, AM(CLR)  ,31(1),2347,1.3,1,1.1,0,0.6,0.9,0.1,0,6.88
Florian Grillitsch,Hoffenheim,27," D(C),M(CL)  ",16(2),1495,2.1,1.6,0.7,1,2,0.8,0.4,0,6.87
Benjamin Pavard,Bayern,26," D(CLR),M(R)  ",24(1),2080,1.4,1.4,0.7,0.6,2,0.4,0.6,0,6.87
Philipp Lienhart,Freiburg,26, D(C)  ,32,2871,0.8,1.6,0.5,0.6,4.9,0.3,0.7,0,6.87
Emre Can,Borussia Dortmund,29," D(CLR),DMC  ",19(5),1691,1.5,1.5,1.3,0.4,1.6,0.6,0.4,0,6.86
Reece Oxford,Augsburg,24," D(C),DMC  ",30,2694,0.9,2.4,0.9,0.4,5.6,0.5,1.1,0,6.86
Ramy Bensebaïni,Borussia M.Gladbach,27," D(CL),DMC,M(L)  ",21(1),1930,1.9,1.8,1.5,0.4,3.2,0.8,0.3,0,6.86
Mahmoud Dahoud,Borussia Dortmund,27, M(C)  ,20(2),1665,1.9,0.8,1,0,0.7,1.2,0.1,0,6.85
Karim Onisiwo,Mainz,30," AM(CLR),FW  ",28(3),2376,0.6,0.2,1.4,0,0.3,0.5,0.1,0,6.84
Edmond Tapsoba,Leverkusen,24, D(C)  ,19(3),1813,1.6,1.3,0.9,0.5,3.1,0.5,0.7,0,6.84
Taiwo Awoniyi,Union Berlin,25, FW  ,29(2),2200,0.4,0.1,0.8,0,0.9,0.3,0.1,1,6.84
Aarón Martín,Mainz,25," D(L),M(L)  ",25(3),2296,1.9,0.7,1.1,0.1,1.2,1.1,0.1,0,6.84
Maxence Lacroix,Wolfsburg,22, D(C)  ,29,2497,2,2.1,1.2,0.4,4.8,0.4,0.6,1,6.83
Paul Jaeckel,Union Berlin,24," D(C),DMC  ",22(2),2045,2.1,2.4,1.2,0.3,3.3,0.9,0.4,0,6.83
Chris Führich,Stuttgart,25," M(CLR),FW  ",21(4),1725,1.1,0.3,0.4,0,0.3,0.8,0.1,0,6.83
Jonathan Burkardt,Mainz,22," AM(CR),FW  ",32(2),2632,0.5,0.2,0.7,0,0.5,0.6,0.1,0,6.82
Dominik Szoboszlai,RBL,22, AM(CLR)  ,15(16),1538,0.5,0.3,0.5,0,0.5,0.6,0.1,0,6.82
Amadou Haidara,RBL,25, M(CLR)  ,15(5),1327,1.5,0.8,1,0.1,0.3,1,0.3,0,6.82
Raphaël Guerreiro,Borussia Dortmund,29," D(L),M(CL)  ",21(2),1803,1.5,1.1,0.5,0.3,0.6,0.7,0.1,0,6.82
Ridle Baku,Wolfsburg,24," D(R),M(CR)  ",28(6),2450,1.8,0.6,0.8,0.1,1.3,1.2,0,0,6.81
Niklas Süle,Bayern,27, D(CR)  ,19(9),1835,1,1,0.4,0.6,1.7,0.2,0.4,0,6.81
Daniel Caligiuri,Augsburg,35," D(R),M(CLR),FW  ",24(4),2014,1.6,0.6,1.1,0.1,1.1,1.6,0.2,0,6.81
Manuel Riemann,Bochum,34, GK  ,30,2700,0,0,0,0,0.7,0.1,0,0,6.81
Lukas Kübler,Freiburg,30," D(CR),M(R)  ",27(2),2338,2.1,1.5,0.8,0,2.3,0.7,0.3,0,6.80
Sheraldo Becker,Union Berlin,28," AM(CLR),FW  ",22(6),1770,0.3,0.1,0.9,0,0.1,0.4,0,0,6.80
Lukás Hrádecky,Leverkusen,33, GK  ,32,2880,0,0,0,0,0.7,0,0,0,6.80
Silvan Widmer,Mainz,30," D(CR),M(R)  ",33,2925,1.8,1.3,1.1,0.1,1.6,0.8,0.5,0,6.79
Amos Pieper,Arminia Bielefeld,25, D(C)  ,27,2382,2.1,1.9,0.4,0.7,4.9,0.7,0.9,0,6.79
Rafael Borré,Eintracht Frankfurt,27, FW  ,28(3),2391,1,0.2,1.3,0,0.3,0.8,0.1,0,6.79
Salih Özcan,FC Koln,25, M(C)  ,26(5),2310,1.4,1.6,1.2,0,1.1,0.9,0.2,0,6.79
Michael Gregoritsch,Augsburg,28," AM(CR),FW  ",15(10),1394,0.8,0.2,0.7,0,1.2,0.5,0.1,0,6.78
Marvin Schwäbe,FC Koln,27, GK  ,21,1890,0,0,0,0,0.8,0,0,0,6.78
Robert Andrich,Leverkusen,28, M(C)  ,21(5),1821,1.3,1.2,1.5,0,1.7,0.5,0.3,0,6.78
Christian Günter,Freiburg,30," D(L),M(L)  ",34,3060,1,0.5,1.1,0.1,1.4,0.9,0.2,0,6.78
Florian Neuhaus,Borussia M.Gladbach,25, M(C)  ,23(5),2038,2,1.1,0.6,0,0.6,1.3,0.2,0,6.78
Cédric Brunner,Arminia Bielefeld,29, D(CR)  ,26(1),2188,1.9,1.6,1.3,0.2,2.9,0.9,0.4,0,6.77
Matthias Ginter,Borussia M.Gladbach,29," D(CR),DMC  ",26(1),2268,1.3,1.2,0.3,0.7,2.7,0.5,0.4,0,6.77
Wout Weghorst,Wolfsburg,30, FW  ,17(1),1552,0.7,0.1,0.9,0,0.6,0.6,0.2,0,6.76
Jesper Lindstrøm,Eintracht Frankfurt,23," AM(CR),FW  ",26(3),1996,1,0.8,0.8,0,0.2,0.8,0,0,6.76
Iago,Augsburg,25," D(L),M(L)  ",26(2),2179,1.8,1,0.6,0.1,1.9,0.7,0.2,1,6.75
Robin Knoche,Union Berlin,30, D(C)  ,33,2970,1.5,1.5,0.8,0.2,4.4,0.7,0.8,0,6.75
Marvin Plattenhardt,Hertha Berlin,31," D(L),M(L)  ",19(2),1638,1.2,0.8,0.7,0.4,2,0.6,0.1,0,6.75
Nordi Mukiele,RBL,25," D(CR),M(R)  ",21(7),1846,1.3,1.1,0.7,0.4,1.5,0.5,0.2,0,6.75
Tuta,Eintracht Frankfurt,23, D(C)  ,26,2189,1.8,1.6,1.4,0.5,2.5,0.8,0.6,0,6.75
Grischa Prömel,Union Berlin,28, M(C)  ,28(1),2428,1.2,0.8,1.3,0,0.7,1,0.1,0,6.75
Yann Sommer,Borussia M.Gladbach,34, GK  ,32,2880,0,0.1,0,0,0.6,0.1,0,0,6.75
André Silva,RBL,27, FW  ,24(9),2081,0.4,0.1,0.6,0,0.4,0.3,0.1,0,6.74
Niklas Dorsch,Augsburg,25, DMC  ,27(3),2328,2.5,1.2,1.8,0,1.1,1,0.4,0,6.74
Manuel Neuer,Bayern,36, GK  ,28,2511,0.1,0,0,0,0.5,0,0,0,6.74
Stefan Bell,Mainz,31, D(CR)  ,33,2869,1.6,1.2,1.6,0.6,3.4,1,0.5,1,6.74
Thorgan Hazard,Borussia Dortmund,29," M(CLR),FW  ",14(9),1337,1,0.3,1,0,0.1,1.1,0,0,6.73
Atakan Karazor,Stuttgart,26," D(C),DMC  ",23(1),1906,2,1.4,1.6,0,2,0.8,0.6,0,6.73
Joakim Nilsson,Arminia Bielefeld,29, D(C)  ,31,2739,1.2,1.8,1,0.9,4.4,0.2,0.7,0,6.73
John Brooks,Wolfsburg,30, D(C)  ,29(2),2619,1.5,1.3,0.3,0.3,3.9,0.8,0.6,0,6.73
Stefan Ortega,Arminia Bielefeld,30, GK  ,33,2970,0,0,0,0,0.3,0,0,0,6.73
Cristian Gamboa,Bochum,33," D(R),M(R)  ",20(3),1725,2.6,1.4,0.9,0.1,1.3,1.3,0.3,0,6.72
Moussa Niakhaté,Mainz,27, D(CL)  ,29(1),2567,1.3,1.7,1,0.2,2.2,0.4,0.4,0,6.72
Dani Olmo,RBL,24," AM(CLR),FW  ",7(12),740,0.7,0.2,0.2,0,0.1,0.7,0.1,0,6.71
Mark Flekken,Freiburg,29, GK  ,32,2880,0,0.1,0,0,0.6,0.1,0,0,6.71
Manuel Akanji,Borussia Dortmund,27, D(CR)  ,25(1),2263,1.3,1.3,0.7,0.6,2.1,0.4,0.6,1,6.71
Paulinho,Leverkusen,22, AM(CLR)  ,14(10),1219,0.9,0.3,0.4,0,0.2,0.6,0,0,6.71
Timo Baumgartl,Union Berlin,27, D(C)  ,25,2169,2.4,1.5,1,0.3,2.2,0.6,0.4,2,6.71
Koen Casteels,Wolfsburg,30, GK  ,28,2520,0,0,0,0,0.7,0,0,0,6.70
Suat Serdar,Hertha Berlin,25, M(CLR)  ,27(3),2230,2.1,0.7,1.2,0,0.4,1,0.1,0,6.70
Jeffrey Gouweleeuw,Augsburg,31, D(C)  ,29,2578,1.7,1.7,1.1,0.4,4,0.5,0.6,0,6.70
Ihlas Bebou,Hoffenheim,28," M(CLR),FW  ",25(3),2106,0.8,0.4,0.9,0,0.9,0.5,0.1,0,6.69
Lukas Klostermann,RBL,26," D(CLR),M(R)  ",17(6),1648,1.3,1.1,0.4,0.3,2.3,0.3,0.1,0,6.69
Piero Hincapié,Leverkusen,21, D(CL)  ,20(7),1752,1.2,1.2,0.9,0.3,2,0.2,0.6,0,6.69
Benjamin Henrichs,RBL,26," D(LR),DMC,M(LR)  ",12(10),1138,1.4,0.9,0.6,0.1,0.6,0.5,0,0,6.69
Niko Gießelmann,Union Berlin,31," D(CL),M(L)  ",25(3),2093,0.9,0.6,0.8,0,1,0.8,0.1,0,6.69
Diadié Samassékou,Hoffenheim,27, DMC  ,21(3),1665,1.7,1.2,1.3,0.1,1.1,1,0.5,0,6.68
Waldemar Anton,Stuttgart,26," D(CR),DMC  ",29,2597,1.4,1.1,1,0.4,3.9,0.4,0.6,0,6.68
Rani Khedira,Union Berlin,29," D(C),DMC  ",32,2765,2.3,1.6,1.7,0,0.8,1.1,0.3,0,6.68
Gregor Kobel,Borussia Dortmund,25, GK  ,29,2566,0,0,0,0,1.1,0.1,0,0,6.68
Djibril Sow,Eintracht Frankfurt,26, M(C)  ,28(3),2422,1.8,1.6,1.4,0,0.6,1.2,0.3,0,6.67
Kevin Trapp,Eintracht Frankfurt,32, GK  ,32,2880,0,0,0,0,0.7,0,0,0,6.67
Konrad Laimer,RBL,25," D(R),M(CR)  ",15(11),1246,1.5,0.2,1.4,0,0.3,1.1,0.1,0,6.67
Charles Aránguiz,Leverkusen,33, M(C)  ,16(10),1576,1.7,1.3,1,0,0.7,1.2,0.2,0,6.67
Santiago Ascacíbar,Hertha Berlin,26, DMC  ,27(1),2381,3.3,1.5,1.3,0,1.4,1.8,0.2,0,6.66
Chris Richards,Hoffenheim,22, D(C)  ,13(6),1301,1.4,1.2,0.4,0.4,2.5,0.4,0.5,0,6.66
Lukas Nmecha,Wolfsburg,24," AM(CR),FW  ",18(7),1633,0.5,0.2,1.2,0,0.4,0.6,0,0,6.66
Sebastian Polter,Bochum,31," AM(R),FW  ",26(6),2259,0.3,0.1,2.3,0,0.8,0.3,0.2,0,6.66
Georginio Rutter,Hoffenheim,20, FW  ,13(20),1604,0.5,0.2,1.1,0,0.3,0.3,0,0,6.66
Oliver Baumann,Hoffenheim,32, GK  ,33,2970,0,0,0,0,0.8,0.1,0,0,6.66
Gerrit Holtmann,Bochum,27," D(L),M(LR)  ",22(6),1765,0.5,0.3,0.8,0,0.1,0.6,0.1,0,6.65
Jae-Sung Lee,Mainz,30," AM(CLR),FW  ",19(8),1449,1.1,0.7,0.7,0,0.5,0.8,0.1,0,6.65
Mitchel Bakker,Leverkusen,22," D(L),M(L)  ",19(6),1825,1.3,0.9,0.6,0,1.6,0.6,0.1,0,6.65
Lars Stindl,Borussia M.Gladbach,34," M(CLR),FW  ",20(6),1637,0.9,0.4,1.2,0,0.5,0.9,0.1,0,6.64
Hiroki Ito,Stuttgart,23, D(C)  ,26(3),2348,1.5,1.8,0.7,0.2,3,0.6,0.7,1,6.64
Kevin Mbabu,Wolfsburg,27," D(R),M(R)  ",14(10),1389,1.3,1.5,1,0.1,1.3,0.5,0.3,0,6.64
Stevan Jovetic,Hertha Berlin,33," AM(CL),FW  ",13(5),1020,0.3,0.1,0.4,0,0.3,0.3,0,0,6.64
Robin Zentner,Mainz,28, GK  ,32,2880,0.1,0.1,0,0,1.1,0,0,0,6.64
Max Christiansen,Greuther Fuerth,26, DMC  ,22(5),2056,1.7,2.5,0.7,0,2,0.9,0.6,0,6.63
Bastian Oczipka,Union Berlin,34," D(CL),M(L)  ",9(9),929,1.3,0.7,0.6,0.1,0.9,0.2,0.1,0,6.63
Daichi Kamada,Eintracht Frankfurt,26," AM(CLR),FW  ",23(9),2146,1.3,0.3,0.7,0,0.3,0.9,0,0,6.63
Axel Witsel,Borussia Dortmund,34," D(C),M(C)  ",22(7),1946,1.4,0.9,0.9,0.1,1.2,0.4,0.3,0,6.62
Erhan Masovic,Bochum,24, D(C)  ,16(3),1461,1.8,1.7,0.7,0.4,3.3,0.6,1,1,6.62
Christoph Baumgartner,Hoffenheim,23," AM(CLR),FW  ",23(6),1899,1,0.3,1.3,0,0.5,0.7,0.1,0,6.61
André Hahn,Augsburg,32," AM(CLR),FW  ",25(7),2112,1.1,0.5,1.8,0,1.3,1,0.2,0,6.61
Exequiel Palacios,Leverkusen,24, M(C)  ,12(11),1094,1.3,1.2,0.5,0,0.4,1,0,0,6.61
Maximilian Eggestein,Freiburg,26, M(CR)  ,26(5),2205,1.5,1,1,0,1,0.9,0.4,0,6.60
Dennis Geiger,Hoffenheim,24, M(C)  ,17(3),1385,1.7,0.7,2,0,0.3,0.7,0.1,0,6.60
Amine Adli,Leverkusen,22," AM(CLR),FW  ",13(12),1256,1.1,0.4,1.1,0,0.3,0.3,0.1,0,6.60
Maxim Leitsch,Bochum,24, D(C)  ,17(2),1537,0.9,1.6,0.5,0.4,3.7,0.3,1,0,6.60
Eduard Löwen,Bochum,26," D(C),M(C)  ",14(11),1346,1.1,0.3,0.8,0,0.6,1.3,0.1,0,6.60
Leandro Barreiro,Mainz,23, DMC  ,20(11),1790,2,1,1.3,0,0.7,0.7,0.2,0,6.60
Genki Haraguchi,Union Berlin,31, M(CLR)  ,23(7),1770,1.2,0.9,0.9,0,0.5,1.1,0.1,0,6.60
Martin Hinteregger,Eintracht Frankfurt,30, D(C)  ,25(2),2222,1.7,1.6,1,0.4,2.9,0.6,0.6,0,6.60
Konstantinos Stafylidis,Bochum,29," D(LR),DMC,M(L)  ",14(9),1299,1.6,1.2,0.5,0.1,1.7,0.3,0.3,0,6.59
Sebastiaan Bornauw,Wolfsburg,23, D(C)  ,23(4),2008,1.1,1.6,0.8,0.6,3.4,0.3,0.3,0,6.59
Dejan Ljubicic,FC Koln,25, M(CR)  ,22(8),1975,1.1,0.5,1,0,0.3,1.2,0,0,6.59
Niklas Stark,Hertha Berlin,27," D(C),DMC  ",22(4),2028,1.1,1.4,0.7,0.6,4.5,0.2,0.7,0,6.59
Emil Forsberg,RBL,31," AM(CLR),FW  ",20(11),1709,0.7,0.1,0.4,0,0.1,0.5,0,0,6.58
Yannick Gerhardt,Wolfsburg,28," D(L),M(CL)  ",17(10),1577,1.6,0.9,0.7,0,0.8,0.5,0,0,6.58
Kevin Kampl,RBL,32, M(CLR)  ,25(2),1913,1.5,0.9,1.3,0.1,0.5,1.2,0.2,0,6.58
Pavel Kaderábek,Hoffenheim,30," D(R),M(LR)  ",14(5),1202,0.6,0.7,0.8,0.1,1.1,0.6,0.3,0,6.58
Kevin Schade,Freiburg,21, AM(R)  ,7(14),826,0.4,0.1,1,0,0.6,0.3,0.1,0,6.58
Benno Schmitz,FC Koln,28, D(CLR)  ,29(2),2433,1.8,1.3,1,0.2,1.2,1.4,0.3,0,6.58
Dominik Kohr,Mainz,29, DMC  ,19(3),1626,1.8,1.6,2.1,0,1,1.2,0.1,0,6.58
Péter Gulácsi,RBL,32, GK  ,33,2967,0,0,0,0,0.6,0,0,0,6.58
Makoto Hasebe,Eintracht Frankfurt,39," D(CR),M(CR)  ",12(6),1184,1.5,1.2,0.7,0.6,1.8,0.9,0.4,0,6.57
Arne Maier,Augsburg,24, M(CR)  ,21(8),1871,0.7,0.5,0.4,0,0.4,0.6,0,0,6.57
Branimir Hrgota,Greuther Fuerth,30," AM(CLR),FW  ",33(1),2789,1.4,0.3,1.6,0,0.1,1.5,0,0,6.57
Fabian Klos,Arminia Bielefeld,35, FW  ,14(11),1423,0.3,0,1.2,0,1.2,0.3,0.2,0,6.57
Stefan Posch,Hoffenheim,25, D(CR)  ,26(2),2203,1.7,1,1.3,0.6,2.4,0.6,0.6,0,6.57
Armel Bella-Kotchap,Bochum,21, D(C)  ,19(2),1679,1.6,1.9,1.1,0.5,4,0.5,0.8,2,6.56
Ishak Belfodil,Hertha Berlin,31," AM(LR),FW  ",17(9),1643,0.3,0.2,0.7,0,0.6,0.2,0,0,6.56
Nico Elvedi,Borussia M.Gladbach,26, D(CLR)  ,28,2432,1.4,1.2,0.8,1.1,2.9,0.5,0.8,0,6.55
Vladimír Darida,Hertha Berlin,32," M(CLR),FW  ",23(2),1799,1.3,0.8,0.9,0,0.6,0.8,0.1,0,6.55
Luca Kilian,FC Koln,23, D(C)  ,25(5),2282,1.4,1.5,0.2,0.6,3.5,0.7,0.4,0,6.55
Marco Meyerhöfer,Greuther Fuerth,27," D(R),M(R)  ",25(1),2281,2,1.8,0.6,0.3,2.2,0.5,0.7,1,6.55
Odilon Kossounou,Leverkusen,22, D(CR)  ,20(7),1791,0.9,1,0.6,0.1,2.2,0.4,0.5,0,6.55
Yussuf Poulsen,RBL,28," AM(R),FW  ",12(13),1078,0.5,0.1,0.9,0,0.4,0.4,0,0,6.55
Munas Dabbur,Hoffenheim,30," AM(C),FW  ",17(10),1317,0.6,0.2,1.1,0,0.1,0.5,0,0,6.54
Rafal Gikiewicz,Augsburg,35, GK  ,34,3060,0.1,0.1,0,0,0.8,0.1,0,0,6.54
Jean-Paul Boëtius,Mainz,28," AM(CL),FW  ",19(14),1802,1.2,0.8,0.6,0,0.2,0.9,0.1,0,6.54
Rafael Czichos,FC Koln,32, D(C)  ,16(1),1404,1.7,1.1,0.9,1.1,3,0.8,0.8,1,6.54
Marcus Thuram,Borussia M.Gladbach,25," AM(L),FW  ",8(12),885,0.3,0.3,0.6,0,0.3,0.2,0,0,6.54
Alessandro Schöpf,Arminia Bielefeld,29, M(CLR)  ,27(4),2407,1.3,1,0.9,0,0.6,0.5,0.2,0,6.54
Orel Mangala,Stuttgart,24, M(C)  ,22(6),1863,0.6,0.4,0.9,0,0.6,0.4,0.1,0,6.53
Andrés Andrade,Arminia Bielefeld,24, D(CL)  ,12(5),1046,1.6,1.1,0.8,0.5,2.5,1.1,0.4,0,6.53
Roland Sallai,Freiburg,25," AM(CLR),FW  ",18(13),1560,0.7,0.4,0.9,0,0.4,0.5,0,0,6.53
Timothy Tillman,Greuther Fuerth,24, AM(C)  ,23(6),2018,1.5,0.4,1.3,0,0.8,0.8,0.1,0,6.53
Masaya Okugawa,Arminia Bielefeld,26," AM(CLR),FW  ",30(3),2545,1.4,0.6,0.7,0,0.4,0.8,0,0,6.52
Tanguy Nianzou,Bayern,20, D(C)  ,6(11),577,0.6,0.4,0.8,0.1,1,0.2,0.1,0,6.52
Dedryck Boyata,Hertha Berlin,32, D(C)  ,22(1),1900,0.7,0.7,0.5,0.5,5.8,0.1,0.6,0,6.52
Julian Ryerson,Union Berlin,25," D(R),M(CLR)  ",13(15),1421,1,0.6,0.4,0,1.1,0.3,0.1,0,6.52
Milos Pantovic,Bochum,26, AM(CLR)  ,18(10),1539,0.7,0.6,0.9,0,0.3,0.7,0.1,0,6.51
Aster Vranckx,Wolfsburg,20, M(C)  ,12(12),1139,1.4,0.5,1.7,0,0.6,0.5,0.3,0,6.51
Woo-Yeong Jeong,Freiburg,23," AM(CR),FW  ",23(9),1795,0.5,0.2,0.3,0,0.3,0.3,0,0,6.51
Jérôme Roussillon,Wolfsburg,30," D(L),M(L)  ",18(8),1779,0.5,0.5,0.4,0.1,1.2,0.2,0.2,0,6.50
Marco Richter,Hertha Berlin,25," M(CLR),FW  ",19(11),1716,1,0.5,1,0,0.7,0.8,0.1,0,6.50
Ondrej Duda,FC Koln,28," AM(C),FW  ",20(11),1618,0.7,0.5,1.3,0,0.3,0.5,0.1,0,6.49
