Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribble,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Alexis Mac Allister,Brighton,24," M(CL),FW  ",19(1),1728,6,1,2.3,1.2,1,1.4,0,1.1,1,7.07
Kaoru Mitoma,Brighton,25, M(L)  ,11(7),1102,6,1,1.1,0.9,1.8,0.7,0.2,0.8,1.7,7.07
Ethan Pinnock,Brentford,29, D(C)  ,16,1440,1,0,0.5,0.3,0.1,0.3,0,0.4,0.1,7.06
Diogo Dalot,Man Utd,23," D(LR),M(R)  ",17(1),1522,0,2,0.9,1.4,1,0.2,0,0.3,0.8,7.05
João Cancelo,Man City,28," D(LR),M(R)  ",16(1),1279,2,1,1,0.7,1.8,1.1,0.2,0.8,1.1,7.04
David Raya,Brentford,27, GK  ,24,2160,0,0,0,0.1,0,0.1,0,0,0,7.04
Kenny Tete,Fulham,27," D(CR),M(R)  ",19(1),1683,0,4,0.5,0.9,0.6,1.5,0,0.9,0.8,7.04
Bernd Leno,Fulham,31, GK  ,24,2160,0,0,0,0,0,0,0,0,0,7.04
Darwin Núñez,Liverpool,23," AM(CL),FW  ",15(4),1288,8,3,3.9,1.2,0.7,0.7,0.7,0.9,1.7,7.03
Thiago Silva,Chelsea,38, D(C)  ,20(1),1812,0,2,0.5,0.2,0.1,0.5,0,0,0.2,7.03
João Palhinha,Fulham,27, DMC  ,24,2138,3,0,1.3,0.1,0.3,1.4,0,0.7,0.9,7.03
Rúben Neves,Wolves,25, DMC  ,25,2250,5,0,1.9,0.8,0.5,0.5,0,0.4,0.6,7.02
Kepa Arrizabalaga,Chelsea,28, GK  ,17,1486,0,0,0,0,0,0.3,0,0,0.1,7.02
Christian Nørgaard,Brentford,29," D(C),DMC  ",13(1),1135,1,2,0.9,0.6,0.4,0.8,0,0.5,0.6,7.02
Miguel Almirón,Newcastle,29," AM(CLR),FW  ",24,1973,10,1,2,0.7,1,1.1,0.4,0.8,1.4,7.01
Ben Mee,Brentford,33, D(CL)  ,23,2020,3,1,0.7,0.1,0.1,0.5,0,0,0.6,7.01
Alisson,Liverpool,30, GK  ,25,2250,0,1,0,0,0,0.2,0,0,0,6.99
Leandro Trossard,Brighton,28," M(CLR),FW  ",16,1326,7,2,2.4,1.4,0.9,0.8,0.3,1.6,2.4,6.99
Moisés Caicedo,Brighton,21, DMC  ,21(1),1911,1,1,0.7,1.1,0.6,1.3,0,0.8,1.1,6.97
Pascal Groß,Brighton,31," D(R),M(CR),FW  ",23,2007,6,4,1,2.1,0.3,0.5,0.4,0.5,1.1,6.97
Roberto Firmino,Liverpool,31," M(CLR),FW  ",11(7),1009,8,4,1.9,1.1,0.6,0.3,0.2,1.1,1.8,6.97
Ilkay Gündogan,Man City,32, M(C)  ,19(4),1669,3,3,1.7,1.3,0.3,0.7,0.2,0.9,0.7,6.96
Thiago,Liverpool,31, M(C)  ,14,1158,0,0,0.6,1.2,1.4,1.8,0,1.3,0.8,6.96
Bernardo Silva,Man City,28," M(CLR),FW  ",19(5),1706,4,5,0.9,1,1,0.5,0.1,1.1,1,6.96
James Ward-Prowse,Southampton,28, M(CR)  ,25,2250,6,2,1.2,2.1,0.2,0.6,0,0.6,0.8,6.96
Oleksandr Zinchenko,Arsenal,26," D(L),M(CLR)  ",18(1),1529,1,2,1.2,0.9,0.6,0.5,0.1,0.6,0.8,6.96
Declan Rice,West Ham,24," D(C),DMC  ",25,2250,2,2,1.1,1.2,0.8,0.2,0,0.8,0.7,6.94
Riyad Mahrez,Man City,32," AM(CLR),FW  ",12(7),1064,5,4,1.5,1.3,0.7,1.3,0.2,0.5,1.1,6.92
Marcus Tavernier,Bournemouth,23, M(CLR)  ,16(1),1373,3,4,1.6,0.9,1.9,1.5,0.2,1.8,2.4,6.92
Serge Aurier,Nottingham Forest,30," D(CLR),M(R)  ",14(2),1255,1,0,0.4,0.6,0.6,1.1,0,0.9,1.4,6.92
Trent Alexander-Arnold,Liverpool,24," D(R),M(R)  ",22(3),1877,1,2,1,1.8,0.5,0.1,0.2,0.6,1.1,6.92
James Tarkowski,Everton,30, D(C)  ,26,2340,1,0,0.8,0.4,0.2,0.6,0,0.2,0.6,6.91
Virgil van Dijk,Liverpool,31, D(C)  ,21,1846,3,0,1,0.1,0.1,0.1,0,0,0.3,6.91
Granit Xhaka,Arsenal,30," D(L),M(C)  ",25(1),2120,3,5,1,1.4,0.3,1.2,0.1,0.7,1,6.91
Pascal Struijk,Leeds,23," D(CL),DMC  ",20,1682,2,1,0.7,0.6,0.5,0.6,0,0.5,1.2,6.90
Dejan Kulusevski,Tottenham,22," AM(CR),FW  ",16(2),1386,2,5,1.5,1.8,1.6,0.8,0.1,1.5,3.2,6.89
Andrew Robertson,Liverpool,28," D(L),M(L)  ",19(3),1686,0,6,0.5,1.7,0.6,0.4,0.2,0.3,1,6.89
Son Heung-Min,Tottenham,30," M(CLR),FW  ",21(3),1858,5,3,2.3,1.6,0.8,1,0.4,1.7,1.9,6.87
Luke Shaw,Man Utd,27," D(CL),M(L)  ",20(1),1755,1,2,0.4,1.1,0.4,1,0,0.3,0.8,6.87
Gabriel Magalhães,Arsenal,25, D(C)  ,26,2340,2,0,0.8,0.1,0,1.2,0,0.1,0.4,6.86
Joachim Andersen,Crystal Palace,26, D(C)  ,20,1748,1,0,0.7,0.2,0.2,0.6,0.1,0.1,0.4,6.86
Willian,Fulham,34, AM(CLR)  ,17(2),1471,3,2,1.3,1.5,1.3,0.9,0.1,0.9,1.6,6.86
Youri Tielemans,Leicester,25, M(C)  ,19(4),1712,3,1,1,1,0.7,0.6,0,0.5,1.2,6.86
Wilfried Zaha,Crystal Palace,30," AM(LR),FW  ",20,1754,6,2,2.2,1.1,1.9,3,0.6,3.6,3.8,6.85
Sven Botman,Newcastle,23, D(C)  ,21(1),1869,0,0,0.5,0.3,0,0.3,0.1,0.1,0.3,6.85
Michael Olise,Crystal Palace,21, AM(CLR)  ,18(6),1615,2,5,1,1.7,1.5,1.5,0.2,1.2,2.4,6.84
Eric Dier,Tottenham,29," D(CR),DMC  ",23(1),2095,2,1,0.6,0.3,0.1,0.3,0,0.1,0.4,6.83
Mathias Jensen,Brentford,27, M(C)  ,24,1870,4,4,0.7,1.2,0.6,0.6,0,0.9,1.6,6.82
Ben White,Arsenal,25," D(CR),DMC  ",24(2),2005,1,2,0.3,0.7,0.2,0.7,0,0.2,0.8,6.82
Bryan Mbeumo,Brentford,23," AM(LR),FW  ",24,1858,5,3,1.7,1.2,0.8,0.6,0.1,1.5,1.8,6.82
Eberechi Eze,Crystal Palace,24, AM(CLR)  ,20(5),1681,4,3,1.6,1.4,1.6,1.4,0.1,1.2,1.6,6.82
Rodrigo,Leeds,32," M(CLR),FW  ",17(1),1308,10,1,2.9,0.7,0.3,0.2,0.4,0.6,1.9,6.82
Philip Billing,Bournemouth,26," M(C),FW  ",22(2),1808,5,1,0.9,0.6,0.6,1.1,0.1,1.1,1.1,6.81
Rúben Dias,Man City,25, D(C)  ,14(4),1279,0,0,0.5,0.1,0.3,0.3,0,0,0,6.81
Emiliano Martínez,Aston Villa,30, GK  ,23,2015,0,0,0,0.1,0,0.2,0,0,0.1,6.79
Ollie Watkins,Aston Villa,27," AM(LR),FW  ",23(1),1974,8,4,2.1,0.8,0.5,1,0.5,1.3,2.5,6.79
Armel Bella-Kotchap,Southampton,21, D(C)  ,16,1300,0,1,0.7,0.2,0.1,1.5,0,0.4,0.6,6.79
Lucas Paquetá,West Ham,25," M(CLR),FW  ",16(1),1253,2,2,2.1,0.9,0.7,1.2,0.1,1.2,1.5,6.79
Lisandro Martínez,Man Utd,25," D(CL),DMC  ",20(3),1764,1,0,0.3,0.3,0.5,0.4,0,0.3,0.5,6.79
Tim Ream,Fulham,35," D(CL),DMC  ",26,2338,1,0,0.1,0,0.3,0.2,0,0.2,0.5,6.78
Dan Burn,Newcastle,30," D(CL),M(L)  ",23(1),2034,0,0,0.5,0.4,0.3,0,0.2,0.2,0.7,6.78
Vicente Guaita,Crystal Palace,36, GK  ,25,2250,0,0,0,0,0,0.1,0,0,0,6.78
Morgan Gibbs-White,Nottingham Forest,23," AM(CLR),FW  ",21(1),1830,2,5,1.9,2,1.3,0.8,0.2,1.5,3.2,6.78
Tomás Soucek,West Ham,28, DMC  ,21(4),1911,1,1,0.9,0.4,0.1,0.5,0,0.6,0.6,6.78
Mohammed Salisu,Southampton,23, D(CL)  ,21,1890,0,1,0.8,0.3,0.3,0.1,0,0.4,0.2,6.78
Douglas Luiz,Aston Villa,24, M(C)  ,20(4),1773,2,5,0.8,1.3,0.5,1,0.1,0.8,0.9,6.77
Callum Wilson,Newcastle,31, FW  ,15(3),1226,7,3,2.4,0.8,0.2,1,0.7,1.2,2.6,6.77
Antonee Robinson,Fulham,25," D(L),M(L)  ",23,2009,0,1,0,0.7,1.1,0.6,0.1,0.7,1.2,6.77
Neto,Bournemouth,33, GK  ,15,1306,0,0,0,0,0,0.2,0,0,0.1,6.76
Alex Iwobi,Everton,26, M(CLR)  ,26,2302,1,6,0.9,1.6,1.2,0.3,0.2,1.3,1.7,6.76
Pervis Estupiñán,Brighton,25, D(L)  ,17(3),1403,0,3,0.5,1.3,0.4,0.7,0.2,0.9,1,6.76
Kalidou Koulibaly,Chelsea,31, D(C)  ,15(2),1342,2,0,0.5,0.3,0.2,0.4,0,0.1,0.5,6.76
Timothy Castagne,Leicester,27," D(CLR),M(LR)  ",23(1),2087,1,2,0.5,0.6,0.3,0.4,0.2,0.5,1,6.76
Emerson Royal,Tottenham,24," D(R),M(R)  ",16(5),1388,2,1,0.7,0.4,0.6,1.2,0,0.7,0.9,6.76
Andreas Pereira,Fulham,27, M(CLR)  ,26,2184,2,6,1.5,2.1,0.5,1,0.1,1.6,1.6,6.76
Allan Saint-Maximin,Newcastle,25," AM(CLR),FW  ",7(9),752,1,3,1.3,0.8,2.3,0.7,0.1,1.4,1.2,6.75
Cristian Romero,Tottenham,24, D(C)  ,16(1),1465,0,0,0.4,0.2,0.6,0.4,0,0.6,0.9,6.75
Kai Havertz,Chelsea,23," M(CR),FW  ",21(3),1805,5,1,1.8,1.1,0.5,0.6,1,1.3,2.6,6.75
Jarrod Bowen,West Ham,26," AM(CLR),FW  ",25,2243,4,2,2.2,1.4,0.8,1.9,0.3,1.6,2.1,6.74
Antony,Man Utd,23, AM(R)  ,12(1),1006,3,0,2.7,0.7,1,1.1,0.2,0.5,1.5,6.74
James Justin,Leicester,25," D(CLR),M(LR)  ",14,1254,0,0,0.4,0.5,0.3,2.1,0.1,0.4,1.1,6.74
Tyler Adams,Leeds,24," D(R),M(CR)  ",23,2067,0,0,0.1,1,0.3,0.9,0,0.7,1.2,6.74
Jadon Sancho,Man Utd,22, AM(CLR)  ,11(2),860,4,1,0.8,1.6,1,0.5,0.2,0.6,2.2,6.74
William Saliba,Arsenal,21, D(C)  ,26,2326,2,1,0.2,0.2,0.3,0.5,0,0.2,0.5,6.73
Joe Willock,Newcastle,23, M(C)  ,20(3),1640,2,2,1.4,0.9,0.6,0.5,0.1,0.8,2,6.73
Kiernan Dewsbury-Hall,Leicester,24, M(C)  ,22(1),1784,2,2,0.7,1.3,1,0.9,0,0.8,2.5,6.73
Dominic Solanke,Bournemouth,25, FW  ,19(1),1708,3,4,2.2,0.5,1.1,1.6,0.3,2.4,3.9,6.73
Danny Welbeck,Brighton,32," AM(CLR),FW  ",13(4),1159,2,2,2,0.9,0.7,0.5,0.2,0.6,2.6,6.73
Raheem Sterling,Chelsea,28," M(CLR),FW  ",16(3),1349,4,2,1.5,1.4,1.3,1.3,0.4,2.1,2,6.73
Rasmus Kristensen,Leeds,25," D(R),M(R)  ",13(2),1181,0,1,0.5,0.5,0.3,0.3,0.1,0.1,0.2,6.73
Mason Mount,Chelsea,24, M(CLR)  ,20(3),1642,3,2,1.4,1.3,0.7,1.1,0,1.2,1.6,6.72
Dwight McNeil,Everton,23, AM(CLR)  ,16(8),1422,2,2,0.9,1,1.3,0.6,0,1.1,1.3,6.72
John Stones,Man City,28, D(CR)  ,13(1),1181,0,2,0.5,0.4,0.3,0.5,0.1,0.1,0.3,6.72
Amadou Onana,Everton,21, DMC  ,22(2),1902,1,1,1,0.5,0.6,1.6,0.1,0.6,1.5,6.72
Cheick Oumar Doucouré,Crystal Palace,23, DMC  ,23,1899,0,2,1,0.8,0.5,0.3,0,0.7,0.7,6.70
Lukasz Fabianski,West Ham,37, GK  ,24,2034,0,0,0,0,0,0.2,0,0,0,6.70
Vitaly Janelt,Brentford,24, DMC  ,15(9),1450,3,1,0.4,0.4,0.4,0.6,0,0.5,0.5,6.70
Joe Gomez,Liverpool,25, D(CLR)  ,13(6),1281,0,0,0.2,0.1,0.3,0.2,0,0.1,0.5,6.69
Nick Pope,Newcastle,30, GK  ,24,2092,0,0,0,0,0,0,0,0,0,6.69
Joël Veltman,Brighton,31," D(CR),M(R)  ",16(5),1540,1,1,0.3,0.3,0.2,1.2,0,0.3,0.5,6.68
Jordan Pickford,Everton,29, GK  ,25,2250,0,1,0,0.1,0,0.1,0,0,0,6.68
Fabinho,Liverpool,29," D(CR),DMC  ",18(5),1622,0,0,0.4,0.4,0.2,0.6,0,0.3,0.6,6.67
Wout Faes,Leicester,24, D(C)  ,19,1710,0,0,0.3,0.3,0.2,0.6,0,0.2,0.6,6.67
Nathan Aké,Man City,28," D(CL),DMC  ",16(4),1422,0,0,0.4,0.3,0.1,0.5,0.1,0,0.6,6.67
Issa Diop,Fulham,26, D(C)  ,15(3),1413,1,0,0.2,0.1,0.1,0.3,0.1,0.1,0.3,6.67
Liam Cooper,Leeds,31, D(C)  ,12(1),1107,1,0,0.7,0.3,0.1,0.6,0,0.1,0.6,6.67
Maximilian Kilman,Wolves,25, D(C)  ,26,2340,0,0,0.3,0,0.5,0.3,0,0.2,0.5,6.67
Kurt Zouma,West Ham,28, D(CR)  ,15(1),1296,1,0,0.7,0,0,0.3,0,0,0.3,6.67
Jack Harrison,Leeds,26," AM(CLR),FW  ",21(2),1668,1,5,1,1.7,1.3,1.2,0.1,1.9,2.8,6.67
Aaron Cresswell,West Ham,33," D(CL),M(L)  ",17(2),1579,0,0,0.4,1.6,0.1,0.3,0.1,0.3,0.3,6.67
Jordan Ayew,Crystal Palace,31," AM(CLR),FW  ",21(4),1757,1,1,0.5,0.8,1.2,2.2,0,2,2.6,6.66
John McGinn,Aston Villa,28, M(CR)  ,17(4),1528,0,2,1.2,0.4,0.9,1.3,0,0.9,1.6,6.66
Marc Cucurella,Chelsea,24," D(CL),M(L)  ",17(3),1351,0,2,0.3,0.4,0.3,0.8,0.1,0.3,0.7,6.66
Hugo Lloris,Tottenham,36, GK  ,21,1890,0,0,0,0,0,0.1,0,0,0.1,6.66
Illan Meslier,Leeds,23, GK  ,25,2250,0,0,0,0,0,0.1,0,0,0,6.66
Christian Eriksen,Man Utd,31," M(CLR),FW  ",18(1),1499,1,7,1.2,1.3,0.2,0.3,0.1,0.7,1,6.65
Ivan Perisic,Tottenham,34," M(CLR),FW  ",17(8),1526,0,5,0.7,1.3,0.4,0.1,0.2,0.4,1,6.65
Boubacar Kamara,Aston Villa,23," D(CL),DMC  ",18(1),1527,0,1,0.2,0.4,0.6,1.3,0,0.6,0.8,6.65
Emiliano Buendía,Aston Villa,26, M(CLR)  ,16(9),1471,4,0,1.3,1,0.5,1,0,1.6,1.6,6.65
Jorginho,Chelsea,31, DMC  ,15(3),1282,2,0,0.3,0.4,0.3,1.3,0,0.5,0.8,6.65
Rico Henry,Brentford,25," D(L),M(L)  ",23,2053,0,2,0.5,0.6,0.7,1,0,1.3,1.6,6.65
Sean Longstaff,Newcastle,25, DMC  ,20(4),1835,1,3,0.9,0.8,0.2,1.2,0.1,1,1,6.64
Che Adams,Southampton,26," AM(CL),FW  ",19(3),1643,4,3,1.6,1,0.5,0.9,0.4,0.8,2.8,6.64
Aaron Ramsdale,Arsenal,24, GK  ,26,2340,0,0,0,0,0,0.1,0,0,0,6.64
José Sá,Wolves,30, GK  ,26,2340,0,0,0,0,0.1,0.2,0,0,0.1,6.64
Ben Davies,Tottenham,29," D(CL),M(L)  ",19(4),1705,2,2,0.5,0.7,0.2,0.5,0,0.2,0.5,6.64
Leon Bailey,Aston Villa,25," M(CLR),FW  ",19(5),1493,4,2,1.6,0.8,1.3,0.6,0.3,1.9,1.6,6.63
Neco Williams,Nottingham Forest,21," D(LR),M(LR)  ",14(9),1334,0,0,0.9,0.5,0.7,0.7,0,0.7,1,6.62
Ainsley Maitland-Niles,Southampton,25," D(LR),M(CLR)  ",9(5),904,0,0,0,0.5,0.7,0.4,0,0.6,1,6.62
Saïd Benrahma,West Ham,27, AM(CLR)  ,14(9),1340,3,3,1.9,1.4,1.5,0.5,0.2,1.2,1.7,6.62
Harvey Barnes,Leicester,25, AM(CL)  ,23,1928,8,1,2.2,0.6,0.7,1,0.3,1.5,2.8,6.62
Ashley Young,Aston Villa,37," D(LR),M(LR)  ",14(4),1267,1,0,0.4,0.6,0.3,0.7,0,0.2,0.5,6.62
Kyle Walker-Peters,Southampton,25," D(LR),M(R)  ",17(1),1514,1,0,0.3,0.6,1.3,1.4,0,1.8,1.2,6.62
Ruben Loftus-Cheek,Chelsea,27, M(CLR)  ,15(2),1183,0,0,0.5,0.5,1.3,1.7,0.1,1,1.2,6.62
Anthony Gordon,Everton,22, AM(LR)  ,12(4),1097,3,0,1.6,0.5,0.7,0.9,0.2,1.4,2,6.61
Bobby De Cordova-Reid,Fulham,30," D(R),M(CLR),FW  ",24(1),1982,4,1,1,0.6,0.5,0.8,0.2,0.9,1.9,6.61
Manuel Akanji,Man City,27, D(CR)  ,16(3),1541,0,1,0.6,0.2,0.2,0.4,0,0.1,0.4,6.61
Séamus Coleman,Everton,34," D(CR),M(R)  ",15(3),1281,1,0,0.2,0.1,0.6,0.7,0.1,0.3,1.3,6.61
Vitaliy Mykolenko,Everton,23," D(CL),M(L)  ",25,2141,0,0,0.3,0.7,0.4,0.6,0,0.3,0.8,6.60
Nathan Collins,Wolves,21, D(CR)  ,17(1),1518,0,0,0.1,0.1,0.3,0.4,0.1,0.3,0.5,6.60
Wilfried Gnonto,Leeds,19, AM(L)  ,11(3),982,2,1,1.2,1.1,1,1.9,0.2,1.1,1.7,6.60
Jefferson Lerma,Bournemouth,28," D(R),DMC  ",24,2110,3,0,0.8,0.4,0.4,1.1,0.1,0.5,0.8,6.60
Luke Ayling,Leeds,31," D(CR),M(R)  ",11(7),1059,0,1,0.7,0.4,0.4,1.1,0.1,0.3,0.8,6.60
Idrissa Gueye,Everton,33, M(C)  ,20(1),1635,0,1,0.1,0.3,0.6,1.8,0,0.7,1,6.60
César Azpilicueta,Chelsea,33," D(CLR),M(R)  ",11(8),1104,0,0,0.4,0.6,0.3,0.3,0.1,0.2,0.4,6.60
David de Gea,Man Utd,32, GK  ,25,2250,0,0,0,0,0,0.1,0,0,0,6.59
Harvey Elliott,Liverpool,19, AM(CR)  ,15(10),1386,1,2,1.1,0.8,0.7,0.9,0,0.8,1,6.59
Tyrone Mings,Aston Villa,29, D(CL)  ,22,1980,0,1,0,0.1,0.1,0.6,0,0.2,0.3,6.59
Demarai Gray,Everton,26," AM(CLR),FW  ",20(4),1850,4,1,1.8,1.1,0.9,1.2,0.4,1.8,2.5,6.59
Marc Guéhi,Crystal Palace,22, D(C)  ,24,2160,0,0,0.3,0.2,0.2,1,0,0.2,0.5,6.59
Robin Koch,Leeds,26," D(C),DMC  ",24,2114,0,0,0.3,0,0,0.5,0,0,0.3,6.59
Jacob Ramsey,Aston Villa,21, AM(CLR)  ,18(4),1506,2,2,0.6,0.8,0.4,1.3,0,0.9,1.9,6.59
Ben Chilwell,Chelsea,26," D(L),M(L)  ",7(7),711,1,2,0.5,0.4,0.2,0.9,0,0.8,1,6.59
Marc Roca,Leeds,26, DMC  ,19(2),1480,1,1,0.8,0.8,0.5,0.7,0,0.6,0.8,6.58
Eddie Nketiah,Arsenal,23, FW  ,9(14),990,4,1,1.7,0.3,0.7,1,0.3,0.7,1.2,6.58
Joe Aribo,Southampton,26," M(CLR),FW  ",11(8),1097,2,0,0.7,0.5,0.8,0.6,0,0.9,1.7,6.58
Fred,Man Utd,30, M(C)  ,10(12),961,2,1,1,1,0.4,0.7,0,0.5,1.1,6.58
Jeffrey Schlupp,Crystal Palace,30," D(L),M(CLR)  ",21(3),1798,1,0,0.8,0.3,0.8,1,0,0.8,0.9,6.58
Dean Henderson,Nottingham Forest,25, GK  ,18,1620,0,0,0,0,0,0.1,0,0,0.1,6.57
Matheus Nunes,Wolves,24, M(C)  ,21(2),1681,0,1,1,0.9,1.1,1.3,0,1.1,1.3,6.57
Roméo Lavia,Southampton,19, DMC  ,14(2),1166,1,0,0.3,0.4,0.7,1.8,0,1.1,0.7,6.57
Daniel Amartey,Leicester,28," D(CR),DMC  ",15(2),1364,0,0,0.2,0.3,0.1,0.2,0,0.2,0.4,6.57
Renan Lodi,Nottingham Forest,24," D(L),M(L)  ",16(1),1349,0,0,0.6,0.5,0.7,1.6,0.1,0.5,0.7,6.57
Konstantinos Tsimikas,Liverpool,26, D(L)  ,6(8),534,0,4,0.5,1.1,0.2,0.5,0,0.4,0.7,6.56
Julián Álvarez,Man City,23," AM(CR),FW  ",6(13),707,5,0,1.3,0.5,0.4,0.4,0.1,0.5,0.7,6.56
João Moutinho,Wolves,36, M(C)  ,18(6),1576,0,2,0.6,1.4,0.3,0.5,0,0.2,0.5,6.56
Joe Worrall,Nottingham Forest,26, D(C)  ,15(5),1516,0,0,0.2,0.1,0.1,0.2,0,0.2,0.2,6.56
Danny Ings,Aston Villa,30," AM(C),FW  ",8(10),819,6,0,1.5,0.5,0.6,0.3,0.5,0.9,1.1,6.56
Tosin Adarabioyo,Fulham,25, D(CR)  ,12(2),1094,1,0,0.3,0.1,0.1,0.2,0,0.2,0.1,6.55
Josh Dasilva,Brentford,24, M(C)  ,12(12),1064,3,2,0.5,0.4,0.9,0.7,0,0.9,0.8,6.55
Matty Cash,Aston Villa,25," D(R),M(CLR)  ",16(5),1470,0,1,0.3,0.4,0.6,0.7,0.1,0.3,0.9,6.55
Adama Traoré,Wolves,27," M(CLR),FW  ",8(15),1096,2,1,0.7,0.8,1.4,1.2,0.3,0.8,2,6.55
Brennan Johnson,Nottingham Forest,21," AM(CLR),FW  ",23(2),2067,7,2,1.6,0.8,1,0.6,0.4,0.8,2.3,6.55
Nathan Patterson,Everton,21," D(R),M(R)  ",11(2),988,0,0,0.6,0.3,0.7,0.8,0.1,0.7,1.5,6.55
Rayan Aït-Nouri,Wolves,21," D(L),M(L)  ",9(10),1004,1,0,0.5,0.4,1.3,0.5,0.2,0.5,1.4,6.55
Lewis Dunk,Brighton,31, D(C)  ,23,2070,0,0,0.5,0.1,0,0.7,0,0.1,0.3,6.55
Raphaël Varane,Man Utd,29, D(C)  ,16(2),1393,0,0,0.3,0.2,0.1,0.1,0.1,0.1,0.1,6.54
Hugo Bueno,Wolves,20, D(L)  ,13(2),1047,0,1,0.3,0.7,0.7,0.4,0,0.5,0.9,6.54
Tyrell Malacia,Man Utd,23, D(L)  ,10(5),920,0,0,0.2,0.1,0.1,0.5,0.1,0.3,0.9,6.54
Joel Ward,Crystal Palace,33," D(CLR),DMC,M(R)  ",14(2),1295,0,0,0.1,0.1,0.3,0.4,0,0.3,0.8,6.53
Vladimír Coufal,West Ham,30," D(R),M(R)  ",16(2),1428,0,0,0.3,0.9,0.1,0.7,0,0.6,0.9,6.53
Jonny,Wolves,29," D(CLR),M(LR)  ",12(4),1110,0,0,0.5,0.2,0.8,1.1,0.1,0.8,0.6,6.53
Nélson Semedo,Wolves,29," D(LR),M(R)  ",19(5),1638,0,1,0.2,0.4,0.8,0.6,0,0.6,1.3,6.53
Conor Gallagher,Chelsea,23, AM(C)  ,10(12),867,1,1,0.7,0.8,0.5,1,0,1,0.9,6.53
Jordan Henderson,Liverpool,32," D(C),M(CLR)  ",14(8),1236,0,1,0.6,0.6,0.1,0.3,0,0.3,0.4,6.52
Lewis Cook,Bournemouth,26, M(CL)  ,17(3),1507,0,2,0.3,1.1,0.3,0.4,0,0.7,0.7,6.52
