Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Donyell Malen,Borussia Dortmund,24," AM(L),FW  ",20(7),1696,3,0.8,18.7,75.5,0.2,0.4,0,6.90
Andrej Kramaric,Hoffenheim,31," AM(CLR),FW  ",30(2),2710,9,1.3,30.2,81.2,0.6,0.8,0.2,6.89
Thomas Meunier,Borussia Dortmund,31," D(R),M(R)  ",17,1406,4,0.9,56.9,78,0.9,2.4,0.1,6.88
Mohamed Simakan,RBL,22, D(CR)  ,23(5),2013,0,0.3,49.5,86.6,0,1.9,0,6.88
Jeremie Frimpong,Leverkusen,22," D(R),M(R)  ",25,2062,6,1.2,37.3,81.5,0.5,1,0,6.88
Maximilian Mittelstädt,Hertha Berlin,25," D(L),M(CL)  ",16(8),1494,5,0.9,24.2,70.6,0.9,1,0,6.88
Mats Hummels,Borussia Dortmund,34, D(C)  ,20(3),1768,2,0.1,66.1,87.3,0,4.1,0.1,6.88
Florian Kainz,FC Koln,30, AM(CLR)  ,31(1),2347,4,1.5,24.9,70.1,1.7,1.4,0,6.88
Florian Grillitsch,Hoffenheim,27," D(C),M(CL)  ",16(2),1495,0,0.6,58.1,89.4,0.2,6.6,0.1,6.87
Benjamin Pavard,Bayern,26," D(CLR),M(R)  ",24(1),2080,1,0.7,77.1,88.1,0.4,3.2,0,6.87
Philipp Lienhart,Freiburg,26, D(C)  ,32,2871,0,0.1,54.3,85.3,0.1,4.2,0,6.87
Emre Can,Borussia Dortmund,29," D(CLR),DMC  ",19(5),1691,1,0.3,57.9,85.5,0,3,0,6.86
Reece Oxford,Augsburg,24," D(C),DMC  ",30,2694,1,0.1,38.7,79.7,0,3.2,0,6.86
Ramy Bensebaïni,Borussia M.Gladbach,27," D(CL),DMC,M(L)  ",21(1),1930,1,0.6,53,81.6,0.2,2.9,0,6.86
Mahmoud Dahoud,Borussia Dortmund,27, M(C)  ,20(2),1665,3,1.3,46.7,79.8,0.5,1.9,0.3,6.85
Karim Onisiwo,Mainz,30," AM(CLR),FW  ",28(3),2376,8,1.3,16.5,62.4,0.4,0.3,0,6.84
Edmond Tapsoba,Leverkusen,24, D(C)  ,19(3),1813,0,0,64.9,88.4,0,3.5,0,6.84
Taiwo Awoniyi,Union Berlin,25, FW  ,29(2),2200,1,0.9,14.8,67.2,0.1,0.1,0.1,6.84
Aarón Martín,Mainz,25," D(L),M(L)  ",25(3),2296,1,1.6,29.1,75.1,1.6,2,0,6.84
Maxence Lacroix,Wolfsburg,22, D(C)  ,29,2497,0,0.2,52.4,81.4,0,3.7,0.1,6.83
Paul Jaeckel,Union Berlin,24," D(C),DMC  ",22(2),2045,0,0.3,47,79.5,0,3.9,0,6.83
Chris Führich,Stuttgart,25," M(CLR),FW  ",21(4),1725,2,1.2,24.3,83.9,0.8,0.8,0.1,6.83
Jonathan Burkardt,Mainz,22," AM(CR),FW  ",32(2),2632,3,0.9,16.4,70.3,0.1,0.4,0,6.82
Dominik Szoboszlai,RBL,22, AM(CLR)  ,15(16),1538,8,1.3,27.5,81,1.2,1,0.1,6.82
Amadou Haidara,RBL,25, M(CLR)  ,15(5),1327,1,0.4,38.7,84.1,0.1,1.6,0.1,6.82
Raphaël Guerreiro,Borussia Dortmund,29," D(L),M(CL)  ",21(2),1803,2,1.2,58.3,85.5,0.6,0.9,0,6.82
Ridle Baku,Wolfsburg,24," D(R),M(CR)  ",28(6),2450,5,1.1,31.1,76.5,0.6,1.5,0,6.81
Niklas Süle,Bayern,27, D(CR)  ,19(9),1835,2,0.4,61.9,90.1,0.1,3.9,0,6.81
Daniel Caligiuri,Augsburg,35," D(R),M(CLR),FW  ",24(4),2014,2,0.8,23.8,71.5,0.9,1.3,0,6.81
Manuel Riemann,Bochum,34, GK  ,30,2700,1,0.2,49.9,60.6,0,18.8,0,6.81
Lukas Kübler,Freiburg,30," D(CR),M(R)  ",27(2),2338,0,0.5,33,74.9,0.3,2,0,6.80
Sheraldo Becker,Union Berlin,28," AM(CLR),FW  ",22(6),1770,6,1.5,17.1,71.3,1.1,0.6,0.1,6.80
Lukás Hrádecky,Leverkusen,33, GK  ,32,2880,0,0,33.9,73.8,0,6.1,0,6.80
Silvan Widmer,Mainz,30," D(CR),M(R)  ",33,2925,5,0.6,34,74.4,0.3,1.2,0,6.79
Amos Pieper,Arminia Bielefeld,25, D(C)  ,27,2382,0,0.2,42.4,78.1,0.1,2.6,0,6.79
Rafael Borré,Eintracht Frankfurt,27, FW  ,28(3),2391,4,0.9,21.5,72.3,0.1,0.5,0.1,6.79
Salih Özcan,FC Koln,25, M(C)  ,26(5),2310,0,0.6,42.7,84.1,0.2,1.8,0,6.79
Michael Gregoritsch,Augsburg,28," AM(CR),FW  ",15(10),1394,0,0.3,15.8,59,0.1,0.3,0,6.78
Marvin Schwäbe,FC Koln,27, GK  ,21,1890,0,0,43.3,81.4,0,7,0,6.78
Robert Andrich,Leverkusen,28, M(C)  ,21(5),1821,2,0.5,38.3,81.1,0,1.3,0.2,6.78
Christian Günter,Freiburg,30," D(L),M(L)  ",34,3060,9,2,33.4,70.6,1.9,1.3,0,6.78
Florian Neuhaus,Borussia M.Gladbach,25, M(C)  ,23(5),2038,4,0.7,38.5,80.8,0.1,2.2,0.2,6.78
Cédric Brunner,Arminia Bielefeld,29, D(CR)  ,26(1),2188,1,0.6,29.7,70.9,0.6,1.5,0,6.77
Matthias Ginter,Borussia M.Gladbach,29," D(CR),DMC  ",26(1),2268,0,0.6,63.3,83.6,0.3,3,0,6.77
Wout Weghorst,Wolfsburg,30, FW  ,17(1),1552,1,0.9,23.7,70.9,0,0.6,0.1,6.76
Jesper Lindstrøm,Eintracht Frankfurt,23," AM(CR),FW  ",26(3),1996,4,1.6,18.1,74.5,0.6,0.4,0,6.76
Iago,Augsburg,25," D(L),M(L)  ",26(2),2179,5,1.1,30.2,69.1,0.9,1.9,0,6.75
Robin Knoche,Union Berlin,30, D(C)  ,33,2970,0,0.1,51.9,78.6,0,5.3,0.1,6.75
Marvin Plattenhardt,Hertha Berlin,31," D(L),M(L)  ",19(2),1638,3,1.9,30,75,2.1,1.1,0,6.75
Nordi Mukiele,RBL,25," D(CR),M(R)  ",21(7),1846,3,0.5,34.6,74,0.3,1.3,0,6.75
Tuta,Eintracht Frankfurt,23, D(C)  ,26,2189,0,0.2,51.7,79,0,3.2,0,6.75
Grischa Prömel,Union Berlin,28, M(C)  ,28(1),2428,1,0.5,32.2,75.9,0,1.6,0,6.75
Yann Sommer,Borussia M.Gladbach,34, GK  ,32,2880,1,0,39.8,73.5,0,7.1,0,6.75
André Silva,RBL,27, FW  ,24(9),2081,3,0.5,16.7,73.1,0.1,0.1,0,6.74
Niklas Dorsch,Augsburg,25, DMC  ,27(3),2328,0,0.5,35.7,83.4,0.3,3.8,0.1,6.74
Manuel Neuer,Bayern,36, GK  ,28,2511,0,0,38.9,86.2,0,6.5,0,6.74
Stefan Bell,Mainz,31, D(CR)  ,33,2869,0,0.3,46,77.3,0.1,2.3,0,6.74
Thorgan Hazard,Borussia Dortmund,29," M(CLR),FW  ",14(9),1337,1,1,30.2,78.3,0.5,1,0,6.73
Atakan Karazor,Stuttgart,26," D(C),DMC  ",23(1),1906,1,0.7,42.1,82.1,0,1.5,0,6.73
Joakim Nilsson,Arminia Bielefeld,29, D(C)  ,31,2739,0,0.1,38.9,80.4,0,2.5,0,6.73
John Brooks,Wolfsburg,30, D(C)  ,29(2),2619,0,0.2,55.4,83.4,0,4.1,0,6.73
Stefan Ortega,Arminia Bielefeld,30, GK  ,33,2970,0,0.2,50.7,69,0,15.1,0,6.73
Cristian Gamboa,Bochum,33," D(R),M(R)  ",20(3),1725,0,0.6,32.8,72.3,0.5,3.3,0,6.72
Moussa Niakhaté,Mainz,27, D(CL)  ,29(1),2567,0,0.4,45.4,78.7,0.1,2.2,0,6.72
Dani Olmo,RBL,24," AM(CLR),FW  ",7(12),740,3,0.6,18.1,78.4,0.2,0.5,0.1,6.71
Mark Flekken,Freiburg,29, GK  ,32,2880,0,0,38,66.1,0,9.6,0,6.71
Manuel Akanji,Borussia Dortmund,27, D(CR)  ,25(1),2263,0,0.1,76.9,90.6,0,5.7,0,6.71
Paulinho,Leverkusen,22, AM(CLR)  ,14(10),1219,2,0.9,20,82,0.3,0.2,0,6.71
Timo Baumgartl,Union Berlin,27, D(C)  ,25,2169,2,0.3,47.4,79.3,0.2,3.3,0,6.71
Koen Casteels,Wolfsburg,30, GK  ,28,2520,0,0,33.6,75.4,0,8.5,0,6.70
Suat Serdar,Hertha Berlin,25, M(CLR)  ,27(3),2230,0,0.8,19.1,71.4,0,1.2,0.1,6.70
Jeffrey Gouweleeuw,Augsburg,31, D(C)  ,29,2578,0,0.3,40.9,72.3,0,4.4,0,6.70
Ihlas Bebou,Hoffenheim,28," M(CLR),FW  ",25(3),2106,2,0.7,18.5,70.3,0.5,0.3,0,6.69
Lukas Klostermann,RBL,26," D(CLR),M(R)  ",17(6),1648,1,0.2,45.4,86.2,0,2,0,6.69
Piero Hincapié,Leverkusen,21, D(CL)  ,20(7),1752,2,0.4,39.7,81.5,0.1,1.5,0.1,6.69
Benjamin Henrichs,RBL,26," D(LR),DMC,M(LR)  ",12(10),1138,3,0.6,27.2,79.8,0.2,0.5,0.1,6.69
Niko Gießelmann,Union Berlin,31," D(CL),M(L)  ",25(3),2093,6,1,27.1,73.2,1.1,1.4,0,6.69
Diadié Samassékou,Hoffenheim,27, DMC  ,21(3),1665,0,0.4,29.6,80.3,0,1.4,0,6.68
Waldemar Anton,Stuttgart,26," D(CR),DMC  ",29,2597,1,0.2,61.4,84.8,0,4,0,6.68
Rani Khedira,Union Berlin,29," D(C),DMC  ",32,2765,1,0.3,28.6,73.8,0.2,1.2,0,6.68
Gregor Kobel,Borussia Dortmund,25, GK  ,29,2566,0,0,30.3,79.4,0,3.8,0,6.68
Djibril Sow,Eintracht Frankfurt,26, M(C)  ,28(3),2422,3,0.6,39.1,82.9,0.1,2,0.1,6.67
Kevin Trapp,Eintracht Frankfurt,32, GK  ,32,2880,0,0,34.5,61.5,0,6.6,0,6.67
Konrad Laimer,RBL,25," D(R),M(CR)  ",15(11),1246,4,0.7,26.6,80.3,0.1,0.9,0.1,6.67
Charles Aránguiz,Leverkusen,33, M(C)  ,16(10),1576,3,0.7,41.2,84.7,0.1,2.8,0.1,6.67
Santiago Ascacíbar,Hertha Berlin,26, DMC  ,27(1),2381,1,0.4,41.3,82.5,0,1.7,0,6.66
Chris Richards,Hoffenheim,22, D(C)  ,13(6),1301,1,0.2,51.6,84.2,0,2,0,6.66
Lukas Nmecha,Wolfsburg,24," AM(CR),FW  ",18(7),1633,0,0.6,14.8,68.2,0.2,0.4,0,6.66
Sebastian Polter,Bochum,31," AM(R),FW  ",26(6),2259,1,0.9,15,53.9,0,0.2,0,6.66
Georginio Rutter,Hoffenheim,20, FW  ,13(20),1604,2,0.5,8.9,65.1,0.1,0.4,0,6.66
Oliver Baumann,Hoffenheim,32, GK  ,33,2970,0,0,40.4,78.2,0,5.5,0,6.66
Gerrit Holtmann,Bochum,27," D(L),M(LR)  ",22(6),1765,4,1,9.9,75.5,0.4,0.3,0.1,6.65
Jae-Sung Lee,Mainz,30," AM(CLR),FW  ",19(8),1449,3,0.7,22.5,74.2,0.3,0.7,0.1,6.65
Mitchel Bakker,Leverkusen,22," D(L),M(L)  ",19(6),1825,4,0.6,41,80.6,0.5,1.2,0,6.65
Lars Stindl,Borussia M.Gladbach,34," M(CLR),FW  ",20(6),1637,5,1.2,30.7,82.3,0.2,1,0.2,6.64
Hiroki Ito,Stuttgart,23, D(C)  ,26(3),2348,1,0.5,60.4,81.8,0.2,5.4,0,6.64
Kevin Mbabu,Wolfsburg,27," D(R),M(R)  ",14(10),1389,0,0.9,26.4,72.7,0.5,1.3,0,6.64
Stevan Jovetic,Hertha Berlin,33," AM(CL),FW  ",13(5),1020,1,0.8,20.3,66.1,0.2,0.7,0.1,6.64
Robin Zentner,Mainz,28, GK  ,32,2880,0,0,26.1,63.9,0,4.6,0,6.64
Max Christiansen,Greuther Fuerth,26, DMC  ,22(5),2056,0,0.4,34.4,79.3,0.1,1.6,0,6.63
Bastian Oczipka,Union Berlin,34," D(CL),M(L)  ",9(9),929,1,0.9,21.7,73.7,1.2,0.9,0,6.63
Daichi Kamada,Eintracht Frankfurt,26," AM(CLR),FW  ",23(9),2146,3,1,26,79.4,0.2,0.9,0.1,6.63
Axel Witsel,Borussia Dortmund,34," D(C),M(C)  ",22(7),1946,0,0.2,44.9,93.2,0,0.9,0,6.62
Erhan Masovic,Bochum,24, D(C)  ,16(3),1461,0,0,34.1,77.7,0,2.3,0,6.62
Christoph Baumgartner,Hoffenheim,23," AM(CLR),FW  ",23(6),1899,2,0.7,23.1,72.6,0.3,1,0.1,6.61
André Hahn,Augsburg,32," AM(CLR),FW  ",25(7),2112,2,0.6,12.5,53.9,0.4,0.5,0,6.61
Exequiel Palacios,Leverkusen,24, M(C)  ,12(11),1094,2,0.3,33.8,86.4,0.1,2,0.2,6.61
Maximilian Eggestein,Freiburg,26, M(CR)  ,26(5),2205,2,0.7,29.7,74.4,0.1,0.9,0,6.60
Dennis Geiger,Hoffenheim,24, M(C)  ,17(3),1385,2,1.2,36.8,85.6,0.8,2.3,0.1,6.60
Amine Adli,Leverkusen,22," AM(CLR),FW  ",13(12),1256,2,0.6,19.2,76,0.2,0.2,0.1,6.60
Maxim Leitsch,Bochum,24, D(C)  ,17(2),1537,0,0.2,43.2,82.6,0.1,2.6,0,6.60
Eduard Löwen,Bochum,26," D(C),M(C)  ",14(11),1346,2,1.5,21.8,72.1,1.2,1.7,0,6.60
Leandro Barreiro,Mainz,23, DMC  ,20(11),1790,2,0.5,16.8,71.6,0,0.4,0.1,6.60
Genki Haraguchi,Union Berlin,31, M(CLR)  ,23(7),1770,6,0.8,17.7,73.8,0.1,0.7,0,6.60
Martin Hinteregger,Eintracht Frankfurt,30, D(C)  ,25(2),2222,0,0.3,51.4,76.9,0,3.2,0.1,6.60
Konstantinos Stafylidis,Bochum,29," D(LR),DMC,M(L)  ",14(9),1299,1,0.4,21.3,73.4,0.7,2.2,0,6.59
Sebastiaan Bornauw,Wolfsburg,23, D(C)  ,23(4),2008,0,0.1,43.3,85.9,0,2.1,0,6.59
Dejan Ljubicic,FC Koln,25, M(CR)  ,22(8),1975,1,0.9,21.7,73.8,0.4,0.9,0,6.59
Niklas Stark,Hertha Berlin,27," D(C),DMC  ",22(4),2028,0,0.2,38.5,82.4,0,2.2,0,6.59
Emil Forsberg,RBL,31," AM(CLR),FW  ",20(11),1709,2,0.8,23.3,84.3,0.4,0.4,0.2,6.58
Yannick Gerhardt,Wolfsburg,28," D(L),M(CL)  ",17(10),1577,3,0.4,26.9,75.1,0.2,1,0,6.58
Kevin Kampl,RBL,32, M(CLR)  ,25(2),1913,1,0.6,55.3,91.4,0.1,1.7,0.1,6.58
Pavel Kaderábek,Hoffenheim,30," D(R),M(LR)  ",14(5),1202,2,1.1,27.2,72.3,0.7,0.9,0,6.58
Kevin Schade,Freiburg,21, AM(R)  ,7(14),826,1,0.3,7.9,56.4,0.1,0,0,6.58
Benno Schmitz,FC Koln,28, D(CLR)  ,29(2),2433,5,1.1,39.4,68.5,0.8,2.4,0,6.58
Dominik Kohr,Mainz,29, DMC  ,19(3),1626,3,0.5,37.9,74.3,0,1.4,0.1,6.58
Péter Gulácsi,RBL,32, GK  ,33,2967,0,0,30.7,77.9,0,5.1,0,6.58
Makoto Hasebe,Eintracht Frankfurt,39," D(CR),M(CR)  ",12(6),1184,0,0.2,51.8,86.6,0,3.3,0.1,6.57
Arne Maier,Augsburg,24, M(CR)  ,21(8),1871,6,1.1,25.8,77.1,1.1,2.3,0,6.57
Branimir Hrgota,Greuther Fuerth,30," AM(CLR),FW  ",33(1),2789,5,1,19.6,75,0.5,0.5,0.1,6.57
Fabian Klos,Arminia Bielefeld,35, FW  ,14(11),1423,1,0.6,17.7,51.1,0,0.6,0,6.57
Stefan Posch,Hoffenheim,25, D(CR)  ,26(2),2203,0,0.2,48.7,80.9,0.1,2.6,0,6.57
Armel Bella-Kotchap,Bochum,21, D(C)  ,19(2),1679,0,0.1,34.6,76.5,0,2.8,0,6.56
Ishak Belfodil,Hertha Berlin,31," AM(LR),FW  ",17(9),1643,2,0.8,17.5,71.1,0.1,0.2,0,6.56
Nico Elvedi,Borussia M.Gladbach,26, D(CLR)  ,28,2432,0,0.1,62.4,92.1,0,2.1,0,6.55
Vladimír Darida,Hertha Berlin,32," M(CLR),FW  ",23(2),1799,5,1.4,34.5,75.8,0.6,2.2,0.1,6.55
Luca Kilian,FC Koln,23, D(C)  ,25(5),2282,0,0.1,45.8,84,0,3.1,0,6.55
Marco Meyerhöfer,Greuther Fuerth,27," D(R),M(R)  ",25(1),2281,0,0.7,33.6,73.1,0.2,1.5,0,6.55
Odilon Kossounou,Leverkusen,22, D(CR)  ,20(7),1791,1,0.2,40.3,82.4,0.1,2.6,0,6.55
Yussuf Poulsen,RBL,28," AM(R),FW  ",12(13),1078,0,0.3,12.4,66.3,0,0.3,0.1,6.55
Munas Dabbur,Hoffenheim,30," AM(C),FW  ",17(10),1317,3,0.6,18.1,73.5,0.1,0.6,0.1,6.54
Rafal Gikiewicz,Augsburg,35, GK  ,34,3060,0,0.1,32.1,62.9,0,8.1,0,6.54
Jean-Paul Boëtius,Mainz,28," AM(CL),FW  ",19(14),1802,2,0.8,26.4,77.6,0.4,1.9,0,6.54
Rafael Czichos,FC Koln,32, D(C)  ,16(1),1404,1,0.1,63.2,81.8,0,5.6,0.1,6.54
Marcus Thuram,Borussia M.Gladbach,25," AM(L),FW  ",8(12),885,0,0.7,10.9,72.9,0.1,0.2,0,6.54
Alessandro Schöpf,Arminia Bielefeld,29, M(CLR)  ,27(4),2407,0,1.4,32.4,79.9,0.5,1,0,6.54
Orel Mangala,Stuttgart,24, M(C)  ,22(6),1863,3,1,27.9,83.6,0,0.8,0,6.53
Andrés Andrade,Arminia Bielefeld,24, D(CL)  ,12(5),1046,0,0.2,25,69.4,0.1,1.4,0,6.53
Roland Sallai,Freiburg,25," AM(CLR),FW  ",18(13),1560,4,0.6,13.5,70.2,0.4,0.5,0.1,6.53
Timothy Tillman,Greuther Fuerth,24, AM(C)  ,23(6),2018,2,1,22,76.7,0.5,0.6,0.1,6.53
Masaya Okugawa,Arminia Bielefeld,26," AM(CLR),FW  ",30(3),2545,1,0.8,13.9,62.6,0,0.4,0,6.52
Tanguy Nianzou,Bayern,20, D(C)  ,6(11),577,1,0.3,31.5,91.2,0.1,1.4,0,6.52
Dedryck Boyata,Hertha Berlin,32, D(C)  ,22(1),1900,0,0.2,34.9,84.1,0,1.5,0,6.52
Julian Ryerson,Union Berlin,25," D(R),M(CLR)  ",13(15),1421,0,0.6,17,74.6,0.6,0.8,0,6.52
Milos Pantovic,Bochum,26, AM(CLR)  ,18(10),1539,3,1.2,15.7,68.2,0.6,0.7,0.1,6.51
Aster Vranckx,Wolfsburg,20, M(C)  ,12(12),1139,0,0.5,17.2,79.6,0.2,0.5,0.1,6.51
Woo-Yeong Jeong,Freiburg,23," AM(CR),FW  ",23(9),1795,2,0.8,18.7,74.5,0.2,0.3,0,6.51
Jérôme Roussillon,Wolfsburg,30," D(L),M(L)  ",18(8),1779,0,0.6,27.2,75.1,0.4,1.2,0,6.50
Marco Richter,Hertha Berlin,25," M(CLR),FW  ",19(11),1716,1,0.6,15.1,70.5,0.4,0.6,0,6.50
Ondrej Duda,FC Koln,28," AM(C),FW  ",20(11),1618,0,0.6,20.5,75.2,0.3,1.2,0,6.49
Eric Choupo-Moting,Bayern,33," M(CLR),FW  ",1(19),363,2,0.3,6.8,75,0,0.1,0,6.49
Lucas Tousart,Hertha Berlin,25, DMC  ,22(8),1961,0,0.4,23.3,72.8,0.1,1.6,0.1,6.49
Angelo Stiller,Hoffenheim,21, DMC  ,18(8),1692,1,0.6,36.3,83.8,0.2,1,0,6.48
Dodi Lukébakio,Wolfsburg,25," AM(CLR),FW  ",7(12),873,2,0.6,14.5,79,0.3,0.6,0,6.48
Joe Scally,Borussia M.Gladbach,20," D(R),M(R)  ",20(10),1905,2,0.6,25.6,78.5,0.4,1,0.1,6.48
Rubén Vargas,Augsburg,24," AM(CLR),FW  ",26(3),2005,3,0.8,17.9,71.8,0.4,1,0,6.48
Kevin Akpoguma,Hoffenheim,27," D(CR),M(R)  ",19(7),1535,2,0.4,27.8,75.3,0.1,1.3,0,6.47
Andreas Luthe,Union Berlin,36, GK  ,27,2430,0,0,32.6,61.8,0,7,0,6.45
Marius Wolf,Borussia Dortmund,27," D(R),M(CLR)  ",15(12),1324,1,0.4,23,78.1,0.1,0.6,0,6.45
Takuma Asano,Bochum,28," AM(CLR),FW  ",20(7),1618,4,0.7,12.6,68.7,0.3,0.1,0.1,6.45
Jacob Barrett,Arminia Bielefeld,28," D(L),M(L)  ",20(4),1641,0,0.3,23.3,71.3,0.3,1.3,0,6.45
Manuel Prietl,Arminia Bielefeld,31, M(C)  ,23(3),2122,1,0.2,25.2,78.8,0,1.2,0,6.45
Jan Thielmann,FC Koln,20," AM(CLR),FW  ",10(19),1182,3,0.8,11.5,62.5,0.5,0.4,0,6.45
